Orthogroups,Ornithorhynchus_anatinus,Callithrix_jacchus,Cercocebus_atys,Macaca_fascicularis,Macaca_mulatta,Macaca_nemestrina,Papio_anubis,Gorilla_gorilla,Pan_paniscus,Pan_troglodytes,Homo_sapiens,Canis_lupus_familiaris,Felis_catus,Equus_caballus,Sus_scrofa,Bos_taurus,Capra_hircus,Ovis_aries,Manis_javanica,Oryctolagus_cuniculus,Mus_musculus,Rattus_norvegicus,Cavia_porcellus,Heterocephalus_glaber,Monodelphis_domestica,Microcebus_murinus,Chlorocebus_sabaeus
Orthogroup_22818,NA,NA,ENSCATG00000032778,NA,NA,NA,NA,ENSGGOG00000036807,ENSPPAG00000028082,ENSPTRG00000052750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Orthogroup_22819,NA,NA,ENSCATG00000015211,ENSMFAG00000003035,NA,NA,NA,ENSGGOG00000007984,ENSPPAG00000032607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Orthogroup_22820,NA,NA,ENSCATG00000035566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Orthogroup_22821,NA,NA,ENSCATG00000031140,ENSMFAG00000045977,NA,NA,NA,ENSGGOG00000041451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Orthogroup_22822,NA,NA,ENSCATG00000041227,ENSMFAG00000035648,NA,NA,NA,ENSGGOG00000040512,ENSPPAG00000031790,ENSPTRG00000047034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Orthogroup_22823,NA,NA,ENSCATG00000021024,NA,NA,NA,NA,ENSGGOG00000038634,ENSPPAG00000043101,ENSPTRG00000050344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Orthogroup_22824,NA,NA,ENSCATG00000029448,ENSMFAG00000035338,NA,NA,NA,NA,ENSPPAG00000029078,ENSPTRG00000050685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Orthogroup_22825,NA,NA,ENSCATG00000043561,ENSMFAG00000036516,NA,NA,NA,ENSGGOG00000038178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Orthogroup_22826,NA,NA,ENSCATG00000040461,ENSMFAG00000000677,NA,NA,NA,ENSGGOG00000040241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Orthogroup_22827,NA,NA,ENSCATG00000029317,NA,NA,NA,NA,ENSGGOG00000038279,ENSPPAG00000037912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Orthogroup_22828,NA,NA,ENSCATG00000041678,NA,NA,NA,NA,ENSGGOG00000039886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Orthogroup_22829,NA,NA,ENSCATG00000040909,NA,NA,NA,NA,ENSGGOG00000040967,ENSPPAG00000037830,ENSPTRG00000044905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Orthogroup_22830,NA,NA,ENSCATG00000032385,NA,NA,NA,NA,ENSGGOG00000022649,NA,ENSPTRG00000043558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Orthogroup_22831,NA,NA,ENSCATG00000017268,NA,NA,NA,NA,ENSGGOG00000038254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Orthogroup_22832,NA,NA,ENSCATG00000009550,ENSMFAG00000011016,NA,NA,NA,ENSGGOG00000038534,ENSPPAG00000030722,ENSPTRG00000047894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Orthogroup_22833,NA,NA,ENSCATG00000036442,NA,NA,NA,NA,ENSGGOG00000041496,ENSPPAG00000040514,ENSPTRG00000051411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Orthogroup_22834,NA,NA,ENSCATG00000034946,NA,NA,NA,NA,ENSGGOG00000044032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Orthogroup_22835,NA,NA,ENSCATG00000034942,NA,NA,NA,NA,ENSGGOG00000026609,ENSPPAG00000038028,ENSPTRG00000044590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Orthogroup_22836,NA,NA,ENSCATG00000034680,NA,NA,NA,NA,ENSGGOG00000037182,ENSPPAG00000040115,ENSPTRG00000049309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Orthogroup_22837,NA,NA,ENSCATG00000042378,NA,NA,NA,NA,ENSGGOG00000024689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Orthogroup_22838,NA,NA,ENSCATG00000038761,NA,NA,NA,NA,ENSGGOG00000037466,ENSPPAG00000035165,ENSPTRG00000052681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Orthogroup_22839,NA,NA,ENSCATG00000038475,NA,NA,NA,NA,ENSGGOG00000040389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Orthogroup_22840,NA,NA,ENSCATG00000038710,NA,NA,NA,NA,ENSGGOG00000043751,ENSPPAG00000034843,ENSPTRG00000052838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Orthogroup_22841,NA,NA,ENSCATG00000031065,NA,NA,NA,NA,ENSGGOG00000038763,ENSPPAG00000005526,ENSPTRG00000045919,NA,NA,NA,NA,NA,ENSBTAG00000053537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSCSAG00000006845
Orthogroup_22842,NA,NA,ENSCATG00000026009,ENSMFAG00000001998,NA,NA,NA,ENSGGOG00000001401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Orthogroup_22843,NA,NA,ENSCATG00000038752,NA,NA,NA,NA,ENSGGOG00000040608,ENSPPAG00000041325,ENSPTRG00000044346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Orthogroup_22844,NA,NA,ENSCATG00000042443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Orthogroup_22845,NA,NA,ENSCATG00000041525,ENSMFAG00000018873,NA,NA,NA,ENSGGOG00000039332,ENSPPAG00000035439,ENSPTRG00000044375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Orthogroup_22846,NA,NA,ENSCATG00000032691,NA,NA,NA,NA,ENSGGOG00000026486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Orthogroup_22847,NA,NA,ENSCATG00000036198,ENSMFAG00000030919,NA,NA,NA,ENSGGOG00000023892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Orthogroup_22848,NA,NA,ENSCATG00000029451,ENSMFAG00000039031,NA,NA,NA,ENSGGOG00000042583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Orthogroup_22849,NA,NA,ENSCATG00000022256,NA,NA,NA,NA,ENSGGOG00000042412,ENSPPAG00000037790,ENSPTRG00000042984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Orthogroup_22850,NA,NA,ENSCATG00000042410,NA,NA,NA,NA,ENSGGOG00000041787,ENSPPAG00000030679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Orthogroup_22851,NA,NA,ENSCATG00000032055,NA,NA,NA,NA,ENSGGOG00000042422,ENSPPAG00000031988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Orthogroup_22852,NA,NA,ENSCATG00000032033,NA,NA,NA,NA,ENSGGOG00000038709,ENSPPAG00000020307,ENSPTRG00000045233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Orthogroup_22853,NA,NA,ENSCATG00000033746,NA,NA,NA,NA,ENSGGOG00000042250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Orthogroup_22854,NA,NA,ENSCATG00000038714,NA,NA,NA,NA,ENSGGOG00000003741,ENSPPAG00000005636,ENSPTRG00000046545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Orthogroup_22855,NA,NA,ENSCATG00000015757,ENSMFAG00000045876,NA,NA,NA,ENSGGOG00000022221,ENSPPAG00000028642,ENSPTRG00000048157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Orthogroup_22856,NA,NA,ENSCATG00000022718,ENSMFAG00000008224,NA,NA,NA,ENSGGOG00000023273,ENSPPAG00000006803,ENSPTRG00000045201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Orthogroup_22857,NA,NA,ENSCATG00000036323,NA,NA,NA,NA,ENSGGOG00000043005,ENSPPAG00000034737,ENSPTRG00000043594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Orthogroup_22858,NA,NA,ENSCATG00000012578,NA,NA,NA,NA,ENSGGOG00000039160,ENSPPAG00000043227,ENSPTRG00000043931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Orthogroup_22859,NA,NA,ENSCATG00000041043,NA,NA,NA,NA,ENSGGOG00000038693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Orthogroup_22860,NA,NA,ENSCATG00000032441,NA,NA,NA,NA,ENSGGOG00000041962,ENSPPAG00000031051,ENSPTRG00000051367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Orthogroup_22861,NA,NA,ENSCATG00000035721,NA,NA,NA,NA,ENSGGOG00000041204,ENSPPAG00000034755,ENSPTRG00000044427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Orthogroup_22862,NA,NA,ENSCATG00000042102,NA,NA,NA,NA,ENSGGOG00000028439,ENSPPAG00000038046,ENSPTRG00000048320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Orthogroup_22863,NA,NA,ENSCATG00000022295,ENSMFAG00000029743,ENSMMUG00000052335,NA,NA,ENSGGOG00000043692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Orthogroup_22864,NA,NA,ENSCATG00000030332,NA,NA,NA,NA,ENSGGOG00000024617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Orthogroup_22865,NA,NA,ENSCATG00000034571,NA,NA,NA,ENSPANG00000049186,ENSGGOG00000040273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Orthogroup_22866,NA,NA,ENSCATG00000018001,NA,NA,NA,NA,ENSGGOG00000005417,ENSPPAG00000034609,ENSPTRG00000033690,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Orthogroup_22867,NA,NA,ENSCATG00000012672,NA,NA,NA,NA,ENSGGOG00000042418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Orthogroup_22868,NA,NA,ENSCATG00000034466,NA,NA,NA,NA,ENSGGOG00000043027,ENSPPAG00000032578,ENSPTRG00000046261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Orthogroup_22869,NA,NA,ENSCATG00000032758,ENSMFAG00000024716,NA,NA,NA,ENSGGOG00000043796,NA,ENSPTRG00000047370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Orthogroup_22870,NA,NA,ENSCATG00000037418,NA,NA,NA,NA,ENSGGOG00000003133,ENSPPAG00000039084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Orthogroup_22871,NA,NA,ENSCATG00000035146,ENSMFAG00000041175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Orthogroup_22872,NA,NA,ENSCATG00000032779,ENSMFAG00000040778,NA,NA,NA,ENSGGOG00000040693,ENSPPAG00000041855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Orthogroup_22873,NA,NA,ENSCATG00000043764,NA,NA,NA,NA,ENSGGOG00000040190,ENSPPAG00000028041,ENSPTRG00000047695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Orthogroup_22874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSRNOG00000067618,ENSCPOG00000026476,ENSHGLG00100009836,NA,NA,NA
Orthogroup_22875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSCPOG00000032701,ENSHGLG00100011932,NA,NA,NA
Orthogroup_22876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSCPOG00000034315,ENSHGLG00100009467,NA,NA,NA
Orthogroup_22877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSCPOG00000006074,ENSHGLG00100015249,NA,NA,NA
Orthogroup_22878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSCPOG00000006054,ENSHGLG00100011254,NA,NA,NA
Orthogroup_22879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Orthogroup_22880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSOCUG00000026830,NA,NA,NA,NA,NA,NA,NA
Orthogroup_22881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Orthogroup_22882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSCPOG00000013848,ENSHGLG00100015434,NA,NA,NA
Orthogroup_22883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Orthogroup_22884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSCPOG00000014157,ENSHGLG00100013455,NA,NA,NA
Orthogroup_22885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Orthogroup_22886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSCPOG00000019991,ENSHGLG00100007232,NA,NA,NA
Orthogroup_22887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSG00000248235,NA,NA,NA,NA,NA,NA,ENSOARG00000002086,NA,NA,NA,NA,ENSCPOG00000020871,ENSHGLG00100017606,NA,NA,NA
Orthogroup_22888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Orthogroup_22889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSCPOG00000000666,ENSHGLG00100005646,NA,NA,NA
Orthogroup_22890,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSCPOG00000001404,ENSHGLG00100021196,NA,NA,NA
Orthogroup_22891,NA,ENSCJAG00000061021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSCPOG00000001267,ENSHGLG00100011810,NA,ENSMICG00000008572,NA
Orthogroup_22892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSCPOG00000039345,NA,NA,NA,NA
Orthogroup_22893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Orthogroup_22894,NA,NA,NA,ENSMFAG00000025743,NA,NA,NA,ENSGGOG00000039840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSCPOG00000031630,ENSHGLG00100004098,NA,NA,NA
Orthogroup_22895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSSSCG00000023192,NA,NA,NA,NA,NA,NA,NA,ENSCPOG00000030916,ENSHGLG00100017570,NA,NA,NA
Orthogroup_22896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSCPOG00000032558,ENSHGLG00100001034,NA,NA,NA
Orthogroup_22897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSCPOG00000035017,ENSHGLG00100000490,NA,NA,NA
Orthogroup_22898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSCPOG00000032000,ENSHGLG00100019469,NA,NA,NA
Orthogroup_22899,NA,NA,NA,NA,NA,NA,NA,NA,ENSPPAG00000025368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSCPOG00000005881,ENSHGLG00100019780,NA,ENSMICG00000009721,NA
Orthogroup_22900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSMUSG00000075256,ENSRNOG00000030212,ENSCPOG00000009493,ENSHGLG00100015753,NA,NA,NA
Orthogroup_22901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Orthogroup_22902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSHGLG00100020592,NA,NA,NA
Orthogroup_22903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSCPOG00000021859,ENSHGLG00100017979,NA,NA,NA
Orthogroup_22904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Orthogroup_22905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSBTAG00000054356,NA,NA,NA,NA,NA,NA,ENSCPOG00000004735,ENSHGLG00100002217,NA,NA,NA
Orthogroup_22906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSCPOG00000038729,ENSHGLG00100009901,NA,NA,NA
Orthogroup_22907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSOCUG00000029375,ENSMUSG00000105078,ENSRNOG00000053017,ENSCPOG00000032197,ENSHGLG00100009775,NA,NA,NA
Orthogroup_22908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSCPOG00000034740,ENSHGLG00100018027,NA,NA,NA
Orthogroup_22909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSCPOG00000033072,ENSHGLG00100007211,NA,NA,NA
Orthogroup_22910,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSCPOG00000033101,ENSHGLG00100018569,NA,NA,NA
Orthogroup_22911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSCPOG00000034673,ENSHGLG00100012207,NA,NA,NA
Orthogroup_22912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSCPOG00000036603,ENSHGLG00100002694,NA,NA,NA
Orthogroup_22913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSCPOG00000030784,ENSHGLG00100016914,NA,ENSMICG00000010102,NA
Orthogroup_22914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSCPOG00000007180,ENSHGLG00100011881,NA,NA,NA
Orthogroup_22915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSOCUG00000022793,ENSMUSG00000033255,ENSRNOG00000029979,ENSCPOG00000023038,ENSHGLG00100016942,NA,NA,NA
Orthogroup_22916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Orthogroup_22917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSCPOG00000040107,ENSHGLG00100007255,NA,NA,NA
Orthogroup_22918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSCPOG00000030319,ENSHGLG00100010555,NA,NA,NA
Orthogroup_22919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSCPOG00000030138,ENSHGLG00100014208,NA,NA,NA
Orthogroup_22920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSMUSG00000031617,ENSRNOG00000012860,ENSCPOG00000009210,NA,NA,NA,NA
Orthogroup_22921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSCPOG00000021902,NA,NA,NA,NA
Orthogroup_22922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSCPOG00000023049,ENSHGLG00100017700,NA,NA,NA
Orthogroup_22923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSOCUG00000014221,NA,NA,ENSCPOG00000022872,ENSHGLG00100008534,NA,NA,NA
Orthogroup_22924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSCPOG00000024182,ENSHGLG00100012522,NA,NA,NA
Orthogroup_22925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSCPOG00000024371,ENSHGLG00100002164,NA,NA,NA
Orthogroup_22926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSCHIG00000010711,NA,NA,NA,NA,NA,ENSCPOG00000001624,ENSHGLG00100004819,ENSMODG00000051069,NA,NA
Orthogroup_22927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSOCUG00000013877,NA,NA,ENSCPOG00000002138,ENSHGLG00100011826,NA,NA,NA
Orthogroup_22928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSCPOG00000005021,ENSHGLG00100009843,NA,NA,NA
Orthogroup_22929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSCPOG00000038278,ENSHGLG00100019875,NA,NA,NA
Orthogroup_22930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSCPOG00000038887,ENSHGLG00100017092,NA,NA,NA
Orthogroup_22931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSCPOG00000038370,ENSHGLG00100010853,NA,NA,NA
Orthogroup_22932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSOCUG00000024432,NA,NA,NA,ENSHGLG00100015640,NA,NA,NA
Orthogroup_22933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSCPOG00000030349,ENSHGLG00100001128,NA,NA,NA
Orthogroup_22934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSMUSG00000008683,NA,ENSCPOG00000032268,NA,NA,NA,NA
Orthogroup_22935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSCPOG00000031549,ENSHGLG00100005586,NA,NA,NA
Orthogroup_22936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSCPOG00000031256,NA,NA,NA,NA
